review,sentiment
"I saw ""Mirrormask"" last night and it was an unsatisfactory experience.<br /><br />It is a film that is visually rich but with slow direction, poor plot line and 2-dimensional characterisation.<br /><br />I did, however, know this when I went in. I was willing to trust the two gentleman that I went with (knowledgable comic buffs) that the visuals would be out of the ordinary and so they were. Unfortunately, inexperience of direction meant that scene after scene passed with little in the way of dramatic tension or conflict. Though, this is a comment that could be made of many artists whose work is transferred to screen and who are given charge of direction. The pace of the story is lost as the camera lovingly dwells on the pretty pictures.<br /><br />I would not have gone at all without that reassurance that the style of the film would be worth seeing. I have tried with Neil Gaiman's work but am always left with the ""emperor's new clothes"" feeling. I live in hope but last night was no exception.<br /><br />I do not think I can continue with an analysis of Gaiman's work without losing the will to live. Read the rest of the comments and all his faults are eloquently described. I cannot comprehend, however, how he imagined that he had any understanding of the mind of a fifteen year old girl, Nor that what he had to say added anything to the sum total of human knowledge on growing up and assuming adult responsibility, or the changing relationship that a girl might have with her mother. These are the central themes of the film and they are handled ineptly, stereotypically and with no depth of imagination. All the pretty pictures in the world cannot make up for a piece of work that is flawed at the core.",negative
"Not sure if it was right or wrong, but I read thru the other comments before watching the short.I have to say I disagree with most of the negative comments or problems people have had with it.<br /><br />As a first time ""Lone Wolf"" director/producer,I like to see things that I can aspire to,not necessarily from the pro's, but by people just getting their feet wet like me.<br /><br />If indeed this is also from a first-timer,as I read,I applaud the effort.Marvelous job then in that respect! There were some comments about the music.I thought it was quite nice for the piece.Some say it kind of droned along for a while, but I found that created tension without(us)necessarily being conscious of it, and when he pulled the gun out and the guitar started crunching chords,it was like we knew there was a train on the tracks, but realize it is just now moving. Yes there is a 180 degree slip/clip in there, but shi* happens.Did anyone else see Hugh's dirty shirt turn white (near the end,in the rain) in ""Australia""? Look how much money and people were behind that movie! Give the kid a break for Gods sake! All in all I think it was very well done. Only 2 things I would have mentioned are hardly worth mentioning-Don't walk up to a shiny brass picture frame with the camera, and I would have just displayed the splatter at the beginning shots to a still shot, so people wouldn't necessarily know what it is.<br /><br />My experience so far has taught me that it's not that it's hard to make a movie,it just takes time to learn how to do it,then the time to actually do it, and then you better take some more time still to think of all the details you'll need to have shot before you call ""post-production time!"" IMHO, it looks like director/writer Ryan Jafri did his homework, and if this indeed is his first report card, I'd give him an ""A"". The rest of you report to the principals office for a whuppin'.",positive
"The limited scenery views were the only saving grace to an otherwise uneventful and boring movie. The acting was borderline absurd which I blame on the script and screenplay. Nicole Eggert didn't look the part, didn't act the part, and was totally unconvincing as a mountain guide. After watching this I was left with the feeling that some friends had some free time and decided to make a movie. It must have been produced on a budget of pocket change. The plot was thin at best and with the low caliber of acting at times it begged the question to be asked, ""Why are we doing this?"". I managed to sit through the entire movie but also asked myself, ""Why?"".",negative
"Rather annoying that reviewers keep comparing this to Planet Earth... Of *course* Planet Earth is better - it has much much more of the same. Earth is like an extended trailer for the Planet Earth series, and as such, is inevitably inferior and simplified. But that is not comparing like with like.<br /><br />As a feature-length documentary (or actually as a feature-length anything), it surpasses pretty much anything you will see in your entire life (unless you choose to traverse the Earth in helicopters with long-range cameras for years on end, and wait for months in the most extreme environments to catch a glimpse of the most extraordinary beings on earth, which - lets face it - is unlikely).<br /><br />On the narration: yes everyone in the UK - very much including me - adores David Attenborough, and there's little excuse for him not to be narrating here, but that hardly deserves knocking down a star or three. He wasn't a presenter on Planet Earth, just a narrator, and I'm sure he's modest and gracious enough to realise that anything that gets more viewers in is a Good Thing.<br /><br />Anyone who sees this will be overwhelmed by its awe, majesty and glory. All reviewers agree on that. Those who love it (ie. everyone) will/should go on to see an buy Planet Earth. So three cheers for its cinematic release, and a big boooo for anyone cheap enough to buy this on DVD rather than the Planet Earth box-set. But as works of art they're not in competition here people.<br /><br />The Earth is big enough for both.",positive
"There's not much anyone can say about this flick....the plot is quite simple: Two police officers (who also happen to be lovers) are using a brothel as a stakeout in order to catch a criminal, with the help of the ""lady of the house"", played by hardcore pornstar Chloe. As anyone can guess, there's a few plot twists and some blurred alliances, but the writing was just horrible, even for a softcore movie.<br /><br />I've read some previous posts about Nicole Hilbig's accent (she plays the female cop). Yes, it's hard to understand what she's saying at times, but I think I've placed it. I did some sniffing around....I think she's from Germany, hence her odd-sounding accent. She makes an impression even without speaking, however...she's got a great looking body.<br /><br />There were a couple of ""from behind"" sex scenes in this movie that were quite graphic for a softcore film....excellent work there. The three-way scene toward the end wasn't bad either.<br /><br />*SPOILER ALERT*<br /><br />I kinda knew the female cop was gonna turn into a part-time call girl at the end. She enjoyed her three-way WAY too much.<br /><br />*END SPOILER*<br /><br />I'm not gonna nitpick about the story TOO much, seeing as this is a low-budget, direct-to-video softcore flick. However, it just seems like I've seen way too many movies in this genre with a similar type of storyline.<br /><br />Women: B (Chloe and Hilbig were okay as the eye-candy) Sex: B+ (scenes were kinda short, but good) Story: C (a recycled plot, but whatever works, eh?) Overall: B-",positive
"Wait, don't tell me... they threw out the movie and kept the out takes. You know, This movie could have been shot in a back alley in New York. The ""Gangster Bangster"" I guess. Gangster Rap, Designer gangster duster clothes including the kerchief which somehow got moved from the neck for protection from the dust storms to the head. I guess it was to protect the head from the heat filtering through the K-Mart hats. ""Budget rent-a-horsie"", it seems, supplied the horsies. The one bedroom scene where the girl was talking and the guy was mouthing her words.... I though it was him talking. You know, watching this movie just confirms that, it isn't about the acting anymore... its about looks and it's about the money. Couldn't have been too much of that where this movie is concerned. Well, all in all, I think that this movie will go down as the all time worst movie ever made. Just one more thing though, where was Ice T? Did he finally get to go on Oprah?",negative
"Please do not blame Korea for this bad movie. I am in Korea (please excuse bad English). It sadden me to see these movies which make Korea look like obsessed with blood and sex. It sadden me even more to see animal killings and hear Americans say that is how Korea is. We do not eat live animals!! So please stop excusing movie for its crime by saying it is the culture! There is scenes with the man eating live animals and non Koreans think it is normal. No it is disgusting to us too. The director is a misfit, sick individual who has obsession with killing and sex with family members. I wish America and France will stop glorifying this bad man who is laughable in his own country. Please watch ANY OTHER movie from Korea, that will give you ideas of how artistic we really are. This movie is rubbish.",negative
"SPOILERS: I'm always surprised at how many people gave this game good reviews. It was awful. The script and voice acting alone ruined it. Gabriel and Grace are the most unlikeable characters in the game. You almost pray for their deaths. And worst of all, there are less vampires in this game than there were werewolves in The Beast Within.<br /><br />The lack of real vampires was incredibly disappointing. If you're expecting some kind of Anne Rice style vampire story, forget it. This game's story has very little to do with vampires. You won't even see any till about the very end and even then, you won't get to fight them.<br /><br />The story has radical, and pretty much blasphemous, views of Christianity. I'm amazed it got off the drawing board. I'm not even Christian and I found it offensive. Mostly, the story centers around a search for The Holy Grail and buried treasure. The kidnapping of a royal baby, which should have been the focus, really gets pushed aside. There is no sense of urgency for Gabriel to find the baby. In fact, he almost never asks anyone about the baby after the first few time blocks.<br /><br />The graphics are pretty bad. The characters move about at a snail's pace even on the best of systems. They are chunky and outdated. And it's hard to go from the FMV of The Beast Within to this horrible game engine for Blood of the Sacred.<br /><br />The relationship between Gabriel and Grace takes an awful turn, too. I really don't know why it was so horribly rushed, but they do sleep together. And it's not fun. Gabriel spends most of the game telling his best friend Mosely how he thinks of Grace as more of a sister and he doesn't think she's the one for him. And he seems really grossed out that they slept together. But he's so unlikeable throughout the game, that you almost don't even care at that point. His dialogue was the worst in the game. And he was constantly making stupid sexual innuendos at anything female the entire game. By the end of the game, Grace leaves him with what appears to be a Dear John letter. I guess she was as fed up with him as most of the players were.<br /><br />I found the story to be annoying and boring. I was expecting to play a story of a royal baby who was kidnapped by vampires. And I was expecting to get to see and fight vampires, maybe even have Gabriel or Grace turn into one. But no. Instead, the story focused on the author's warped vision of Christianity. What a shame. Here they had the elements for a great adventure, and instead we got this.<br /><br />For me, the only interesting parts of the game were actually at the very end. We do get a few action style puzzles at the end. But it wasn't worth suffering through the entire game to get to them.<br /><br />I can't really recommend this game. I had gotten it back when it came out, years ago, and I hated the game engine so much that I shelved it for years. I only recently dusted it off to see what I'd been missing. And now, I'm very sorry that I did. My favorite characters were ruined. I hope there will be a fourth game just to redeem the series. And I hope they get it right next time. It would be a terrible shame to end the series with this installment.",negative
"Words can't describe how bad this movie is. I can't explain it by writing only. You have too see it for yourself to get at grip of how horrible a movie really can be. Not that I recommend you to do that. There are so many clichés, mistakes (and all other negative things you can imagine) here that will just make you cry. To start with the technical first, there are a LOT of mistakes regarding the airplane. I won't list them here, but just mention the coloring of the plane. They didn't even manage to show an airliner in the colors of a fictional airline, but instead used a 747 painted in the original Boeing livery. Very bad. The plot is stupid and has been done many times before, only much, much better. There are so many ridiculous moments here that i lost count of it really early. Also, I was on the bad guys' side all the time in the movie, because the good guys were so stupid. ""Executive Decision"" should without a doubt be you're choice over this one, even the ""Turbulence""-movies are better. In fact, every other movie in the world is better than this one.",negative
"OK - the helicopter shots are fantastic, and the director made good use of some of Barcelona's top sights. Otherwise...production value was blown in the first few minutes and the rest of the film felt like a movie of the week. Ellen Pompeo was charming and fun to watch, Abel Folk had the most depth and was very effective, and William Baldwin was...well, William Baldwin. He got to put his martial art training to good use and be a running-jumping-earnest action figure. The rest of the cast was wooden at best, but mostly paper. So - if you're nostalgic about Spain - it's a picture postcard with an action twist, and a healthy dose of El Greco. If not, skip it.",negative
"Marion Davies stars in this remarkable comedy ""Show People"" released by MGM in 1928. Davies plays a hick from Savannah, Georgia, who arrives in Hollywood with her father (Dell Henderson). The jalopy they arrive in is a hoot - as is Davies outrageous southern costume. Davies lands a job in slapstick comedy, not what she wants, but it brings her success. She meets fellow slapstick star William Haines, who is immediately smitten with her. Well, Davies then gets a job at a more prestigious studio (""High Art Studios"") and lands a job in stuffy period pieces. A handsome but fake actor (Andre Telefair) shows her the ropes of how to be the typical pretentious Hollywood star. Davies abandons her slapstick friend and father for the good life, but of course learns that is not who she really is. Marion Davies is wonderful throughout, as she - outrageously - runs the gamut of emotions required of a ""serious"" actress. William Haines is his usual wonderful comedic self, and there are cameos by Charles Chaplin, John Gilbert, and other famous stars of the day, including the director of the film, King Vidor. This is a silent film with a few ""sound effects"" as sound pictures were just coming into their own. A treasure of a film.",positive
"Danny Lee's performance as a wisecracking cop is the only spot of interest in this film, even though it has an excellent cast including Chow Yun-Fat, Carina Lau, Andy Lau, Shing Fui-On and Alex Man. CYF plays a triad boss who wants to settle down to a life of peace and plenty but Alex Man, a total psycho who has a big grudge against CYF, won't let him. CYF tries to escape to Malacca but to no avail. After his family is blown to bits, his cronies dead or turncoat, wounded and broke, CYF returns to Hong Kong to get into some serious revenge.<br /><br />It sounds a lot better than it is. CYF is well-dressed and handsome, looks pained, grimaces and cries on cue, but somehow or another you just don't care. Andy Lau looks great, but that's about it. Carina Lau has a tiny, tiny little part which was nice, but she gets a bullet in the head early on so that ends that. Alex Man is a cartoon villain he's so over-the-top which at times can be intriguing but the writing here is so flat that he just comes across as a garden-variety nut.<br /><br />Danny Lee is great though - too bad he's only a small blip on the screen of this dark (literally) and essentially boring movie.<br /><br />Rent it, don't buy it. Or just skip it altogether.<br /><br />This is the sequel to ""Rich And Famous"", even though it apparently was filmed simultaneously; it was released first because of CYF's boxoffice power.",negative
"Very typical Almodóvar of the time and, in its own way, no less funny than many of his later works. And why is that? There is nothing to be provoked or shocked about, and I guess any such effect is more coincidental than intentional. No, the great humor stems from an underlying, almost surreal, absurdity that is woven into the scenery: The characters' nearly complete lack of taboo. It's the same kind of 'comic suspense' you find in his later works, though you'll find it in a more rough version here. He's building up for masterpieces to come, but is not yet there.<br /><br />The sole reviewer who commented on this movie before I did, claimed that it had to be a ""very select"" group of people who'd find this movie hilarious. I do.",positive
"**Spoiler* It gives away the very irrelevant ending**<br /><br />At the beginning of this movie, there was a brief intro to the world of gore by the master of gore movies, H.G. Lewis. He talked about how this movie was lost, and then found years after the director's death. He also talked about how gore movies were measured by the amount of stage blood used in it. Blood Feast was a 2 galloner, 10,000 Maniacs was a 5 galloner. But, then he goes and claims that Dr. Gore was a 15 galloner. I want to know where half of the 15 gallons went. Watching the movie, I saw very little near 15 gallons. Agreed, there was a fairly large amount of blood, but no where near 15 gallons. Some of the dismemberment scenes were definitely pretty gory and realistic, strings of flesh and all, but I wouldn't say 15 gallons.<br /><br />""END!!! ENNNNNNNNNDDDDDD!!!"" Does that sound familiar? That's what you should have been saying near the last half of this movie. After the Igor character was tossed into the acid bath, the movie slowed to a painful crawl. There was no coherent end, as it didn't fit into anything the 90 minutes before it provided. She drove off in a van with a total stranger, BIG DEAL! That's what happens when you keep an individual (I won't say person, because she doesn't qualify as a person) very innocent about the world around her. The doctor teaches the girl that a man is to be loved, so every man she meets, she loves.<br /><br />Even though H.G. Lewis told us at the beginning of the movie that we may not like the acting, the directing, or even the gore... I will go with choices A and B. BOTH WERE TERRIBLE!! It was enough to give me bad dreams of cut editing and people with shifty eyes as they talk to one person. But, I made it through the movie, and came out stronger. Too bad I couldn't say the same after finishing ROBO C.H.I.C.<br /><br />This was a BAD movie. I can usually take my doses of vinegar in good stride, but every once in a while, you get a movie that bites back. I think this movie took off an arm or a leg (haha... *sigh*) Admitted, I did enjoy the stare down scenes, where the good doctor stared at his future victims and opened his eyes REALLY wide and just stared. It was VERY similar to Fuad Ramseys in Blood Feast when he stared at that lady in his catering shop, and did not use his power after that. I guess this movie picks up where Fuad's powers left off.<br /><br />*Final Judgement* The movie should have stayed lost. Good day<br /><br />-Scott-",negative
"I've been watching a lot of cartoon or animated movies because I have a baby girl who likes to watch TV. I began to watch this movie to see if I would like my little one to watch it... and no. At the beginning I thought it was such a cute movie like the Bambi movie, but all the way it was like insinuating the ducky was a homosexual. The info said that they were making fun of him because he wasn't good at sports, but that was not the case. It just seems like a movie made for kids to learn to be okay being gay. It was also very sad, as far as the ducky's dad and all. I don't know, I guess if you're gay you'd like it, but I don't think I'm going to watch it again with my little one.",negative
"'Mojo' is a story of fifties London, a world of budding rock stars, violence and forced homosexuality. 'Mojo' uses a technique for shooting the 1950s often seen in films that stresses the physical differences to our own time but also represents dialogue in a highly exaggerated fashion (owing much to the way that speech was represented in films made in that period); I have no idea if people actually spoke like this outside of the movies, but no films made today and set in contemporary times use such stylised language. It's as if the stilted discourse of 1950s screenwriters serves a common shorthand for a past that seems, in consequence, a very distant country indeed; and therefore stresses the particular, rather than the universal, in the story. 'Mojo' features a strong performance from Ian Hart and annoying ones from Aiden Gillan and Ewan Bremner, the latter still struggling to build a post-'Trainspotting' career; but feels like a period piece, a modern film incomprehensibly structured in an outdated idiom. Rather dull, actually.",negative
"no really, im not kidding around here folks, and i so cant believe how many people here have given it really really positive reviews! oh wait, its the IMDB comments section, silly me. its interesting to note that at this date, there have not been enough votes to give this film a rating out of ten, yet there are dozens of comments that rave about the film. what does this mean i wonder? anyway, the script IS terrible. character change their personality and motivation and actions every scene, in order to keep the movie running along at something that vaguely resembled a pace. it wasnt even dumb behaviour, that was there too, but the pure idiocy of the script transcended any dumbness the characters displayed. for instance: karl is disobeying an order because there are two dead bodies in the desert and ""the killer is out here somewhere"" so he forces everyone to travel 40kms in order to find the killer, disobeying orders and p*ssing everyone off. when the hero spots something nasty in the darkness and warns karl, karl tells our hero to stop being an idiot and that there's nothing out there so they are all going home. next scene, he is refusing to let it go and must hunt down whatever it is. it is just a joke. yes, the monster is very impressive, but the crap that the humans say about it just tries to cancel out its interesting aspects, and the predator and alien rip off moments were very tedious. and the ending...the ending!?!?! jesus....the worst film i saw the year, and i saw bug buster!",negative
"If you haven't read Tolkien's masterpiece; prepare yourself for maybe the best movie experience ever! If you have however... After having read the books several times, over many years, I have come to love the characters and story, and feel I Know it intimately. I have my own personal vision of The Shire, Hobbiton and the character-gallery. Thus for me the movie was a disappointment. Why? It dictates the appearance of the characters (unavoidably), it changes events, it removes important storyline, it removes not-so-important storyline. Great chunks of what makes The Lord Of The Rings what it is, is simply ignored. Even 2001 special effects can't do Tolkien's (and your own) imagination justice. Peter Jackson has made an honest attempt at the impossible, and I don't think anyone else could have done it better! But the fact remains, I regret seeing the movie. The next time I read The Lord Of The Rings, Peter Jackson's limited vision will leap forward, not my own.",negative
"When you start watching this animation-masterpiece, you quickly notice, that it's a European production. Although the Europeans have (sadly) integrated some of the clichés you would normally find in an American production of this kind, most are missing. One of these is that there is an overwhelming evil that only our (very few and very unlikely) heroes can vanquish. Another is that one of the group is only in the business for the money, is greedy, runs away when the heat is up but somehow gives in to his better nature. This movie would have been better off without both.<br /><br />The movie is based upon a TV-Series that was out four years before the movie. Unlike the movie, the TV-Series is a cartoon and not a computer animation. At first I thought the computer would kill the charm and character of the plot but I was quickliy convinced: Whoever did the animation knew his or her stuff! Although the characters are obviously fictional (in stills they don't even look real), they seem as alive and sentient as the audience following their quest. Making characters who by ""normal"" standards could be considered deformed (those micro-legs could never carry that giant body let alone make it jump) so alive and lovable is more than ""just a highlight""! The creation of the world is another masterpiece. Not so much because of its looks but because of the inventiveness of it. The world our heroes travel is not solid like our own but is made of many pieces of land varying in shape and size that seem to be floating in mid air. When a person steps on a smaller fragment of ground, it nods a little bit as if feathering from the weight. In some cases up and down no longer apply but our heroes still manage to get a foothold somewhere. Although the world of floating islands is completely surreal, in this movie it is absolutely believable and after a short time it doesn't seem any weirder than running into a car somewhere in New York.<br /><br />I wrote that the looks of the world aren't as breathtaking as the idea. As true as that might be to my mind, the quality of the world, the characters and the attention to details is staggering. Although the faces of the characters have relatively few attributes, emotions can be read as clearly as in Sean Connery's or Dustin Hoffman's face. The world around the characters is wonderfully colourful and no two settings are alike. The background is always in motion, something is always going on which makes the world seem even more alive. If you stop the movie and look at the background you will be surprised how many details you can find.<br /><br />The existence of Hector actually puts the cherry on top. Hector is a furry little ""thing"" (possibly the equivalent of a dog in our world) who is totally lovable and extremely funny. Although he isn't really important for the main plot, he would be missed like Scrat would be in Ice Age. The really cool thing about Hector is that you need to speak Gibberish to understand him.<br /><br />If the movie is so great, why didn't I give it 10 stars? Well, the plot in itself was rather thin. Two hunters are sent out to rescue the world from a really bad dragon who wants to swallow the world, isn't really original. That in itself wouldn't be much of a problem. What I missed was the background information. What kind of a dragon was this and why did it look that way? I love mythical stories but if they get too thin then they seem to be written after the movie is finished in a feeble attempt to give the whole thing some depth.<br /><br />Another thing I didn't like was Zoé. Although a little girl like her could be considered adorable, she was somewhat of a pain in this movie. She seemed pretty resistant to all types of learning about reality, kept dreaming of some hero from a story book and basically slowed the others down. She would have been OK if she had developed a little more and a little earlier in the movie - or had been less of a girly to start with. To me the idea of this girl who was there to twist the story a little backfired on the writers.<br /><br />All in all, this is a really good movie for just about all ages.",positive
"I really wanted to like this western, being a fan of the genre and a fan of ""Buffalo Bill,"" ""Wild Bill Hickok,"" and ""Calamity Jane,"" all of whom are in this story! Add to the mix Gary Cooper as the lead actor, and it sounded great. <br /><br />The trouble was.....it wasn't. I found myself looking at my watch just 40 minutes into this, being bored to death. Jean Arthur's character was somewhat annoying and James Ellison just did not look like nor act like ""Buffalo Bill."" Cooper wasn't at his best, either, sounding too wooden. This was several years before he hit his prime as an actor.<br /><br />In a nutshell, his western shot blanks. Head up the pass and watch another oater because most of 'em were far better than this one.",negative
"This movie was rented by a friend. Her choice is normally good. I read the cover first and was expecting a good movie. Although it<br /><br />was a horror movie. Which i don't prefer. But no horror came to mind while watching the movie. It was a dull,<br /><br />not very entertaining movie. The appearance of Denise Richards<br /><br />was again a pleasure for the eye. But that's it. We (the four of us)<br /><br />we're a little bit disappointed. But feel free to see this movie and<br /><br />judge it yourself.",negative
"96 minutes of this is cruel..and I love the old Munster's. Yes, the plot is thing; yes the lines are trite; but whoever was at the helm of this was not a fan. There is so much 'intrigue' (and I use that word with great pause) that I wonder if it's an old Starsky & Hutch episode. I lost count of the number of times I noticed that makeup had missed a spot near the collar. Refusing to acknowledge that any time had passed since the mid-60's (ludicrous) the producers simply replace Marilyn & Eddie with younger actors. Why not let them grow and age? The addition of an Addam's Family style reunion does not add to the flavor of the Halloween Party.<br /><br />Grandpa & Herman fly to Transylvania and back in a few hours (preposterous.) Sid Ceaser is the most, yes the most unbelievable character (I am including the bad robots) since he babbles an unwild combination of gibberish & yiddish but claims to be an ancient Arabic ruler. And yes, it looks like the laugh track is missing. In fact, there are several spots where there is dead air, as if the laugh track was to be inserted later. The actors seem to wait on the faux audience. It's not laughable; it's sad. Oh, and the best part! Yvonne DeCarlo has a line that just goes to show you how out of touch the writers and producers were. Marilyn says something like: ""Where could Uncle Herman and Grandpa be? They could have been in an accident. They could have been hit by a car...or a train!"" Lily says responds with something like: ""You're Uncle Herman will be here if he has to drag himself off the train track."" What's amazing about this is: Yvonne DeCarlo's husband was a stuntman in the early 60's and lost a leg and was nearly killed in a train stunt. He never recovered and this financially devastated her family. (check out Biography's fantastic review of her life and career) This line could have been easily changed to be more sensitive to her.<br /><br />If you are a real fan of the Munster's then you'll have to RENT this mess. It illustrates how some things are better left alone. Even with the (nearly) original cast, this is almost as bad as the attempted remake of the show a few years ago.",negative
"This wonderfully witty comedy-drama wowed the crowd at the Philadelphia Film Festival, whipping them into wild applause at its conclusion. Buttressed by adept performances by a nuanced cast, sturdy execution by director Jeff Hare, a brisk pace, and one of Peter Falk's best performances in years, the film emerges as a loving homage to the highs and woes of family life.<br /><br />Falk excels as Jewish ninetysomething Morris Applebaum, a wildly eccentric Shakespearean thespian who decides to end his life, but not before rounding up his three grown children and throwing a ""big fat Jewish suicide party."" The film brims with indelible delights. There's Morris's ""tushy room""; Laura San Giacomo's passionate rendering of Morris's cynical daughter; rapid-fire comedic dialogue that recalls the work of Neil Simon and Woody Allen; the wry timing of David Paymer, who plays Morris's tightly wound psychotherapist son; and Morris's patented egg creams (but be careful, drinking them too fast will cause a nasty brain freeze). It's all enveloped in a feel-good, intimate atmosphere set in New York City.<br /><br />Director Jeff Hare proves to be a master craftsman, drawing out memorable performances from his cast and lending the film a mirthful humanity. I was fortunate to see an earlier film by Hare: the dark and powerful ""Perfect Little Man,"" starring Neal McDonough (""Minority Report"") as a Los Angeles man spiraling into madness. The visceral grit of ""Perfect"" and the nostalgic breeze of ""Checking Out"" are a testament to Hare's eclecticism and wide-ranging talent. I'm looking forward to checking out his future work.<br /><br />I heard ""Checking Out"" lacks a distributor at this point. Some wise company would do well to pick up this crowd-pleasing gem, for it's a potential box-office titan in the vein of ""My Big Fat Greek Wedding."" Most nobly, it would give people around the world a chance to experience the joys of this movie.",positive
"A fairly enjoyable kidnapping caper set in New Orleans, but its main downfall in my opinion is that it packs way too much political intrigue and double-crossing, and not enough of the sexy young actors, scenes of vibrant colour, original cinematographical style and biting humour. These aspects combine to give refreshingly daring cinema, which makes a whole bunch of recent stuff look unbearably dull. Let's hope Sébastian Gutierrez continues with such flair - he looks like a talent to watch out for. The mismatched bunch of small-time crooks in the film are outshadowed by the investigative partnership of Emma Thompson and Alan Rickman, the humour of whose scenes is much needed in making the movie what it is. The pair pull off their obligatory southern drawls just as well as the Yanks, and it's a delight to hear these two stalwarts of British cinema yapping away to each other with Lethal-Weapon-style fluidity...just a pity that the only scenes they have the opportunity to steal are exclusively theirs. Anyway, with a bit less politics and authoritarianism (!), the film would be near-perfect, so I'll give it a healthy 8/10 and hope that a few people remember it a bit better than the box-office did.",positive
"Seriously, where is Al Pacino's Oscar nomination for this one? Is it that we take him for granted at this point in his career? Pacino here is extraordinary.. He gives a complex, heartbreaking performance as Shylock, the Jewish money lender.. the movie as a whole was quite great, with beautiful shots of Venice to look at and a pitch perfect score to listen to.. the other actors all do a fine job as well, but the real reason to see this is Pacino.. I have seen all the nominated Oscar performances of 2004, and I must say that Pacino was snubbed.. blame it on the anti-semitism associated with the play, the lack of campaigning by the studio, the late release date with no major push, or most likely, all of the above.. in my mind, the best performances of the year belong to Jamie Foxx in Ray, Don Cheadle in Hotel Rwanda, and Al Pacino in The Merchant of Venice..",positive
"Notable because of it's notorious explicit scene when the gorgeous Maruschka Detmers takes her young lover's penis from his trousers and into her mouth. Even without this moment the film is a splendid if slightly disturbing passionate and blindingly sexy ride. Detmers puts in a great performance as the partly deranged, insatiable delight, wandering about her flat nude. Dressed, partly dressed and naked she steals most of the film about love, sexual passion, philosophy and politics. For me the last two get a little lost and the ending is most confusing when her fiancé is released whilst fellow terrorists are released, she seems uncertain as to who she wants and the young lover seems more interested in his exams than anything else as she weeps, beautifully of course!",positive
I have been looking for this movie for so many years. I saw this move when I was nine and loved this movie. I called Disney all the movie stores and the net. No luck. What a waste it was a very good movie. It will be missed:(,positive
"This was a great movie! It was a completely enjoyable adolescent fantasy. So what makes a movie great? Technical details? I think that if that were the sole criteria, our culture would be the poorer for it. So this movie is to ""The Godfather"" as new wave music is to Mozart. The point is, it is one of the best movies of it's type I've seen. The women are all beautiful (as are only seen on California beaches when movies are being made). It has a little of everything, a kind of battlestar gallactica meets baywatch meets the playboy centerfold video meets Wayne's World. There is plenty of charm and a reasonable (albeit predictable) storyline that keeps you interested until the next bit of eye candy graces the screen. Joe Estevez may not have his brothers career, but does a good job of bringing focus to the story as the eternally adolescent Uncle Bud. Contains plenty of expected absurdities such as female rock band playing without the guitars plugged in. (Was that intentional?) If you're attracted to the box, rent the video, you won't regret it. As is promised, it is good non-violent erotic fun!",positive
"Watch on the Rhine is one of the best anti-nazi propaganda films made during World War Two. Paul Lukas was certainly deserving of his Oscar. Bette Davis shines brilliantly as the great actress and beauty she was. I would recommend this film to those interested in that era, and, of course, the fabulous films of the late, great, Ms. Bette Davis.",positive
"Star Trek V definitely earns the dubious distinction of being the weakest film in the Star Trek series. Despite the good acting efforts by the actors, it suffered from a general lack of funding from Paramount Pictures. Paramount Pictures was not enthusiastic about this film at its very onset.<br /><br />The movie begins with the Enterprise crew enjoying their extended shore leave as a reword for saving the Earth from total ecological disaster. Their shore leave is cut short when a disturbance occurs on Nimbus III, the Planet of Intergalactic Peace. Captain Kirk and the Enterprise arrive at Nimbus III only to have their ship hijacked by Sybok, Spock's half-brother. Sybok brainwashes the crew of the Enterprise and sets it on a suicide mission to rendezvous with ""God"" just past the Great Barrier at the center of our galaxy. Captain Kirk must then figure out a way to regain control of his ship and to fend off the Enterprise's Klignon pursuers.<br /><br />The only bright spot in the film is the acting and directing. William Shatner, Leonard Nimoy, DeForest Kelley, Laurence Luckinbill, and the rest of the cast all give good performances. William Shatner also does a pretty good job directing this film.<br /><br />However, the film suffered from a general lack of enthusiasm and funding. First, the part of Sybok was initially offered to Sean Connery, but he refused. So, Laurence Luckinbill got the part. Second, many of the special effects were severely cut back ... reducing the movies entertaining potential. Third, the scene that depicts the arrival at the Great Barrier left much to be desired. Finally, the romance between Scotty and Uhura in this film did not make much sense at all ... considering that no such romance ever occurred prior to this point in the Star Trek universe and it was never explained how such a romance could suddenly materialize between Star Treks IV and V.<br /><br />Overall, this is a very weak film. You should probably just skip this film and move on to Star Trek VI. After all, the cast and crew made Star Trek VI partly to bail themselves out after their debacle with Star Trek V.",negative
